city,date,pm25,pm10,no2,so2,aqi
Delhi,07-10-2023,198.7,210.4,81.9,7.8,74.1
Mumbai,07-10-2023,213.8,258.1,80.2,92.1,215.8
Chennai,07-10-2023,423.5,19.9,25.7,55.8,330.8
Kolkata,07-10-2023,357.7,464.7,48.9,81.8,307.3
Bangalore,07-10-2023,64.9,328.7,106.6,33,63.6
Delhi,08-10-2023,496.4,126.1,127.3,70.9,472.8
Mumbai,08-10-2023,58.7,224.6,126.9,9.6,158.5
Chennai,08-10-2023,338.1,142,144.3,32.9,149
Kolkata,08-10-2023,431.2,110.3,144.3,14.7,380.2
Bangalore,08-10-2023,495.6,405.9,130.9,42.4,366.6
Delhi,09-10-2023,246.9,24.5,24,66.9,315.5
Mumbai,09-10-2023,59.7,446.6,129.8,23.6,414.7
Chennai,09-10-2023,275.9,302.8,116.4,21.7,417.5
Kolkata,09-10-2023,298.5,323.7,88.3,22.1,443.1
Bangalore,09-10-2023,256.3,581.5,27.6,28.8,129.5
Delhi,10-10-2023,366.2,262.3,4.3,67.2,264.9
Mumbai,10-10-2023,225.8,445.6,121,39.4,341.2
Chennai,10-10-2023,69,568.1,42.1,63.2,20.2
Kolkata,10-10-2023,28.4,211.3,145.5,80.4,458.1
Bangalore,10-10-2023,470.5,547.1,11.6,57.1,364
Delhi,11-10-2023,274.1,411.6,136.3,12.8,413.6
Mumbai,11-10-2023,344.2,240.1,82.4,64.3,240.3
Chennai,11-10-2023,278.8,189.3,0.4,41.9,71.9
Kolkata,11-10-2023,387.1,579.5,127.3,67.4,24
Bangalore,11-10-2023,17.4,75.3,3,64.8,53.6
Delhi,12-10-2023,415.4,448.7,54.3,32.9,445.7
Mumbai,12-10-2023,274.9,582.8,135.3,88.9,332.2
Chennai,12-10-2023,99.1,313.9,80.6,1.8,320.9
Kolkata,12-10-2023,32.9,119.4,60.1,41.5,374.7
Bangalore,12-10-2023,32.3,594,84.9,81.8,252.9
Delhi,13-10-2023,7.9,211.2,136.7,63.7,48.6
Mumbai,13-10-2023,365.6,236.1,144.7,16.7,454.2
Chennai,13-10-2023,269.6,415.9,65,19.5,367.3
Kolkata,13-10-2023,487.4,463.3,65.3,89.6,449.5
Bangalore,13-10-2023,331.7,94.4,97.1,77.7,393
Delhi,14-10-2023,317,388.9,128.6,21.8,474.2
Mumbai,14-10-2023,355,172.1,127.4,95.5,398.5
Chennai,14-10-2023,398.1,317.6,43.7,9.2,293
Kolkata,14-10-2023,361.2,445.5,85.2,99.9,302.5
Bangalore,14-10-2023,363.8,229,87,17.4,79.8
Delhi,15-10-2023,133.9,188,127.4,57.5,206.3
Mumbai,15-10-2023,207.6,477.8,89.9,51.9,387.2
Chennai,15-10-2023,36,379.2,34.7,7,347.3
Kolkata,15-10-2023,110.8,202.9,72.1,90.4,96.5
Bangalore,15-10-2023,25.1,334.7,112.4,26.7,132
Delhi,16-10-2023,497.9,544.9,147.6,74.8,329.6
Mumbai,16-10-2023,305.8,475.1,4.3,36.6,392.7
Chennai,16-10-2023,454.2,31.8,16.8,28.4,357.8
Kolkata,16-10-2023,286.4,411.3,91,36.4,215
Bangalore,16-10-2023,140.4,582.1,1.7,80.9,54.1
Delhi,17-10-2023,367.4,142.4,114.7,31.9,216.8
Mumbai,17-10-2023,23.1,241.2,0.7,50.3,315.7
Chennai,17-10-2023,402.9,366.4,90.7,13.8,317.6
Kolkata,17-10-2023,475.9,380,77.7,70.9,356.8
Bangalore,17-10-2023,168.8,464.6,112.1,96.1,95.4
Delhi,18-10-2023,205.7,492.9,72,0.3,258.9
Mumbai,18-10-2023,495.4,560.8,40.8,91.1,195.2
Chennai,18-10-2023,470.2,177,137.8,31.3,160
Kolkata,18-10-2023,110.5,413.2,4.4,90.7,101.3
Bangalore,18-10-2023,491.5,535.8,141.6,36.5,353.8
Delhi,19-10-2023,358.8,46.9,46.2,54.4,225.1
Mumbai,19-10-2023,286.3,499.8,77.3,27.6,327.9
Chennai,19-10-2023,468.3,512.6,21.9,16,203.5
Kolkata,19-10-2023,440.5,363.3,68.8,68.5,476.6
Bangalore,19-10-2023,20.3,168.9,123.2,56.4,160.4
Delhi,20-10-2023,79.4,360.9,109.3,33.1,172.5
Mumbai,20-10-2023,237.6,161.6,73.2,68,319.9
Chennai,20-10-2023,387.6,437.4,132.3,67.7,152.5
Kolkata,20-10-2023,485.8,573.6,11,90.5,66.9
Bangalore,20-10-2023,382.9,423.6,42.5,36.5,86.3
Delhi,21-10-2023,110.4,331.9,30.2,36.5,97.2
Mumbai,21-10-2023,192.3,546,84.8,97.7,368.3
Chennai,21-10-2023,330.8,399.3,70.4,72.7,89.5
Kolkata,21-10-2023,365.1,139.9,71.1,20.1,471.3
Bangalore,21-10-2023,78,241.6,38.4,3,282.2
Delhi,22-10-2023,173,216.6,90,0.3,453.9
Mumbai,22-10-2023,426.7,63.3,51.5,47.6,167.6
Chennai,22-10-2023,330.8,314.3,90.5,58.9,53.4
Kolkata,22-10-2023,47.7,260.4,27,97.4,184.6
Bangalore,22-10-2023,218.1,124.4,37.4,8.3,187.6
Delhi,23-10-2023,340.2,449.4,46.7,27.4,364.2
Mumbai,23-10-2023,26.1,65.6,47.6,36,300.4
Chennai,23-10-2023,134.8,219,8.7,53.9,310.5
Kolkata,23-10-2023,416.2,383.8,90.8,55.4,229.9
Bangalore,23-10-2023,269,341.2,148.4,61,403.8
Delhi,24-10-2023,140.6,201.1,22.4,76.2,369.4
Mumbai,24-10-2023,360.8,392.2,6.1,92.9,305.6
Chennai,24-10-2023,449.4,552.2,122.9,35,222.6
Kolkata,24-10-2023,370.3,391.9,6,69.3,484.1
Bangalore,24-10-2023,81.9,574,22.5,99.9,196.5
Delhi,25-10-2023,186.3,394.4,5,95.8,225.8
Mumbai,25-10-2023,266.7,469.1,54.1,72,257.5
Chennai,25-10-2023,451.5,77.5,5.4,15.9,179.3
Kolkata,25-10-2023,114.2,80.6,59.1,83.9,355.6
Bangalore,25-10-2023,277.8,288.2,5.6,1.3,41.2
Delhi,26-10-2023,107.7,554,71.1,35,357.5
Mumbai,26-10-2023,147,150.7,122.8,58.8,489.6
Chennai,26-10-2023,313.5,553,75.9,62.3,404.1
Kolkata,26-10-2023,295.2,187,140.4,50.9,469.7
Bangalore,26-10-2023,306.6,41.3,5.6,95.1,222
Delhi,27-10-2023,62.3,368.7,114.7,74.3,444.2
Mumbai,27-10-2023,327,403.5,141.7,59.4,48.4
Chennai,27-10-2023,264.9,549.8,87.5,90,486
Kolkata,27-10-2023,343,395.5,25,12.8,35.8
Bangalore,27-10-2023,491.4,511.5,114.3,63.8,402.1
Delhi,28-10-2023,388.5,50.3,50.8,40.8,137.4
Mumbai,28-10-2023,127.6,483.8,57.9,57.7,176.4
Chennai,28-10-2023,14.7,394.9,116.5,41.2,177.5
Kolkata,28-10-2023,284.2,407,31.9,66.8,384.5
Bangalore,28-10-2023,219.2,406.9,149.2,40.8,58.5
Delhi,29-10-2023,293.3,582.4,119,51.1,328.4
Mumbai,29-10-2023,75,588.6,133.8,83.3,17.3
Chennai,29-10-2023,60.3,343.1,6.1,72.8,330.5
Kolkata,29-10-2023,93.6,161.7,5.9,46.8,124.7
Bangalore,29-10-2023,169.7,2.5,144.8,26.7,456.8
Delhi,30-10-2023,291.6,281.6,12.4,28.6,441.5
Mumbai,30-10-2023,317.2,534,123.2,11.4,102.4
Chennai,30-10-2023,433.2,399.3,71.5,47.4,90.6
Kolkata,30-10-2023,152.5,508,11.8,93.3,116.4
Bangalore,30-10-2023,295.4,458.7,140.4,15,116.2
Delhi,31-10-2023,42.3,176.9,64.4,54.6,360.6
Mumbai,31-10-2023,349.6,459.6,12.1,73,145.3
Chennai,31-10-2023,306.5,21,2.6,62.2,435.3
Kolkata,31-10-2023,351.9,169.4,62.4,80.1,459
Bangalore,31-10-2023,399,321.8,24.4,77.9,36
Delhi,01-11-2023,480.6,337.3,78.5,47.7,165.6
Mumbai,01-11-2023,19.2,362.3,104.3,95.1,255.1
Chennai,01-11-2023,322.2,367.7,148.2,17.3,282.7
Kolkata,01-11-2023,387.7,241.4,60.5,40.9,103.4
Bangalore,01-11-2023,496.5,211.4,90.1,77.5,227.7
Delhi,02-11-2023,435.5,465.5,14.1,42.5,493.4
Mumbai,02-11-2023,92.4,405.9,18.3,5.4,153.8
Chennai,02-11-2023,293,219.5,21.7,59.2,118.3
Kolkata,02-11-2023,451.6,306.3,142,30.6,376.9
Bangalore,02-11-2023,346.6,28.9,123.3,50.3,299.8
Delhi,03-11-2023,415.1,301.3,55.8,84.7,87.4
Mumbai,03-11-2023,272,150.6,19.6,7.8,337
Chennai,03-11-2023,344.2,14,114.8,57.9,292.3
Kolkata,03-11-2023,29,466.5,67.2,22.9,227.6
Bangalore,03-11-2023,368.1,574.7,77.1,43.5,451.5
Delhi,04-11-2023,377.1,429.7,63.8,37.2,361.7
Mumbai,04-11-2023,261.7,576.7,101.2,37.7,29.2
Chennai,04-11-2023,304.5,48.1,21,89.1,49.1
Kolkata,04-11-2023,48.8,241.8,54.8,62.8,213.5
Bangalore,04-11-2023,308.1,124.9,81,74.1,447.7
Delhi,05-11-2023,293,260.8,2.7,21.1,217.8
Mumbai,05-11-2023,185,288.4,53.4,99.7,241.2
Chennai,05-11-2023,355.9,152.7,62.8,59,363.7
Kolkata,05-11-2023,57.3,319.7,91,85.9,331.5
Bangalore,05-11-2023,265.4,573.4,69.8,62.7,382.1
Delhi,06-11-2023,260.8,386.9,44.3,83.2,359.1
Mumbai,06-11-2023,157.7,548.9,140.7,5,384.9
Chennai,06-11-2023,224.5,313.9,108.8,57.9,368.2
Kolkata,06-11-2023,318.2,404.2,110.5,60.5,193.1
Bangalore,06-11-2023,220.7,221.1,30.7,81,160.7
Delhi,07-11-2023,204.6,277.4,38.9,72.8,21
Mumbai,07-11-2023,158.3,519.3,76.9,5.3,115.9
Chennai,07-11-2023,90.3,129.7,108.6,1.9,411.8
Kolkata,07-11-2023,207.8,142.4,21.6,19,399
Bangalore,07-11-2023,349.1,261.3,57.8,78,28.6
Delhi,08-11-2023,346.9,180.2,130.5,15.6,283.4
Mumbai,08-11-2023,395.5,567.6,73.2,1.9,211.5
Chennai,08-11-2023,385,127.2,120.3,6.2,216.8
Kolkata,08-11-2023,103.5,322.5,26.6,73.1,48.2
Bangalore,08-11-2023,438.4,265.9,23.6,74.6,299.3
Delhi,09-11-2023,279.6,18.2,32,45.3,182.2
Mumbai,09-11-2023,8.1,197.7,77.2,46.7,304.6
Chennai,09-11-2023,161.4,78.9,42.1,96.8,458.1
Kolkata,09-11-2023,453.3,488,95.7,93.2,471
Bangalore,09-11-2023,479.4,317.6,44.1,99.7,477
Delhi,10-11-2023,1.1,445.4,81.8,17.6,302
Mumbai,10-11-2023,384.4,342.1,125.3,44,71.4
Chennai,10-11-2023,4.1,562.4,114.4,4.5,114.4
Kolkata,10-11-2023,159.4,490.1,103.3,59.4,179
Bangalore,10-11-2023,169.3,67.9,26.3,23.9,386.4
Delhi,11-11-2023,229.7,227.7,2.1,16.2,241
Mumbai,11-11-2023,109.8,86.5,111.2,90.2,140.7
Chennai,11-11-2023,174.9,32.8,56.4,75.8,280.6
Kolkata,11-11-2023,472.6,96.4,136.2,10.2,269.9
Bangalore,11-11-2023,483.4,450.7,100.3,64,147.4
Delhi,12-11-2023,343.7,232.3,40.6,40.7,349.7
Mumbai,12-11-2023,346.8,553.8,126.5,84.2,272.9
Chennai,12-11-2023,469.1,33.3,6.1,43.1,19.3
Kolkata,12-11-2023,385.8,266.4,119.3,28.7,147.7
Bangalore,12-11-2023,47.6,466.4,96.8,16,377.3
Delhi,13-11-2023,167.5,39.6,114.3,92.8,360.3
Mumbai,13-11-2023,434.6,442.9,130.8,67.1,313.9
Chennai,13-11-2023,53.4,65.4,84.8,84.9,29.4
Kolkata,13-11-2023,154.2,560.1,19.3,87.5,230.7
Bangalore,13-11-2023,231.7,222.7,79.5,91.4,221.2
Delhi,14-11-2023,102.9,445.5,124,96.9,314.2
Mumbai,14-11-2023,490.6,521,103.1,21.7,148.1
Chennai,14-11-2023,287.9,17.4,37.9,5.9,54.5
Kolkata,14-11-2023,221.4,83.9,113.5,83.6,268.4
Bangalore,14-11-2023,347.6,53.8,18.5,53.5,362.8
Delhi,15-11-2023,48.1,533.2,117.9,56.1,156.9
Mumbai,15-11-2023,145.5,106.9,33,62.4,455.4
Chennai,15-11-2023,160.9,127.6,35,38.7,30
Kolkata,15-11-2023,173,595.4,10.8,32.6,289.9
Bangalore,15-11-2023,437.9,15.6,16.3,25.5,125.2
Delhi,16-11-2023,351.2,217.4,55.7,98.3,289.5
Mumbai,16-11-2023,42.7,518.2,106.3,18,309.2
Chennai,16-11-2023,60.4,147,105.1,92.3,144.3
Kolkata,16-11-2023,425.3,475.8,15.5,64,291.9
Bangalore,16-11-2023,350.5,29.2,138.9,33.5,124.5
Delhi,17-11-2023,166.7,40.4,121,45.9,381.3
Mumbai,17-11-2023,165,526.9,1.3,84.1,16.3
Chennai,17-11-2023,410.4,421.5,74,94.5,388.9
Kolkata,17-11-2023,442.5,553.2,139.4,98.2,108.4
Bangalore,17-11-2023,349.3,131.6,53.9,93.3,382
Delhi,18-11-2023,216.9,72.6,45.5,5.3,297.7
Mumbai,18-11-2023,309.5,95.5,73.4,63.5,417.7
Chennai,18-11-2023,441.7,337.9,141.3,53.9,341.7
Kolkata,18-11-2023,181.9,474.7,32.8,59,457.2
Bangalore,18-11-2023,75.8,440.4,37.8,1.2,245.1
Delhi,19-11-2023,160.9,213.6,17.8,51,418.8
Mumbai,19-11-2023,136.7,49,110,11.8,253.4
Chennai,19-11-2023,239.2,484.5,131.7,12.5,462.6
Kolkata,19-11-2023,355,122.1,62.8,91.2,225.5
Bangalore,19-11-2023,100.8,557,47.9,13.6,177
Delhi,20-11-2023,384.7,79.5,108.9,11.7,51.7
Mumbai,20-11-2023,135,198.8,148.5,55,475.9
Chennai,20-11-2023,274.8,268.1,31.1,25.3,344.7
Kolkata,20-11-2023,376.3,153.7,148.1,70.3,327.4
Bangalore,20-11-2023,370.9,18.9,31.3,34.2,257.1
Delhi,21-11-2023,206,227.9,135.3,39.4,217.1
Mumbai,21-11-2023,73,81.6,70.5,25.6,282.5
Chennai,21-11-2023,133.5,86.7,13,49.5,373.7
Kolkata,21-11-2023,123,134.1,40.3,95.2,470.4
Bangalore,21-11-2023,248.8,333,70.4,51.4,44.3
Delhi,22-11-2023,488.9,508.4,20.8,92.1,195.3
Mumbai,22-11-2023,18.7,221.4,101.5,99.2,379.9
Chennai,22-11-2023,46.3,171.5,104.2,49.1,499.5
Kolkata,22-11-2023,72,577.5,108,22.2,474.7
Bangalore,22-11-2023,66,145.5,63.9,40.4,435.1
Delhi,23-11-2023,435,213.3,79.6,31.2,458.9
Mumbai,23-11-2023,327.2,276.8,144.3,33,493.2
Chennai,23-11-2023,189.6,438.9,142.1,96.9,476.8
Kolkata,23-11-2023,89.7,396,85.7,35.3,131.2
Bangalore,23-11-2023,379.1,328.3,113.8,37.6,217.3
Delhi,24-11-2023,397.5,232.3,15.4,63.4,119.6
Mumbai,24-11-2023,56.6,294.3,106.4,19.7,117.8
Chennai,24-11-2023,169,5.6,124.9,51.3,464.4
Kolkata,24-11-2023,221.2,93.7,16.4,25.4,357.5
Bangalore,24-11-2023,161.4,553.2,95.7,16,150.9
Delhi,25-11-2023,192,254.2,132.8,56.1,337.3
Mumbai,25-11-2023,256.5,120.1,102.7,69.2,330
Chennai,25-11-2023,54.3,535.2,144.5,44.6,40.3
Kolkata,25-11-2023,313.1,560.5,125,2.5,323.5
Bangalore,25-11-2023,233.2,103.3,60.1,83,265.6
Delhi,26-11-2023,383.5,481.4,100.5,96.9,394.3
Mumbai,26-11-2023,110.3,336.7,108.3,29.4,184.4
Chennai,26-11-2023,114.8,83.6,23.1,82.1,479.7
Kolkata,26-11-2023,466,511.7,70.9,50.9,187.5
Bangalore,26-11-2023,141.3,564.6,130.4,32.8,456.4
Delhi,27-11-2023,318,492.3,77,66.9,363.9
Mumbai,27-11-2023,240.6,434.7,149.9,32.9,389.2
Chennai,27-11-2023,12.7,425.9,15.9,67.3,110.6
Kolkata,27-11-2023,347,507.4,47.9,93.2,452.9
Bangalore,27-11-2023,230.4,462.1,12.3,3.4,330.7
Delhi,28-11-2023,323.4,218.3,102.5,88,121.5
Mumbai,28-11-2023,140.7,359.2,7.7,37.9,150.4
Chennai,28-11-2023,224.6,129.4,52.3,19,122.4
Kolkata,28-11-2023,225.1,82.2,50,45.7,195.8
Bangalore,28-11-2023,72.3,327.8,74.2,29.7,330.2
Delhi,29-11-2023,483,95.6,113.9,29.8,317.1
Mumbai,29-11-2023,101.1,592.7,18.3,5.7,122.9
Chennai,29-11-2023,213.7,507.7,25.7,30.3,7.9
Kolkata,29-11-2023,387.2,24.7,97.6,80.6,455
Bangalore,29-11-2023,409.9,345.3,122.1,3.1,459.7
Delhi,30-11-2023,263.5,330.7,3.4,80,419.4
Mumbai,30-11-2023,127.3,432.8,125.6,40.1,146.2
Chennai,30-11-2023,62.2,444.7,124.6,88.9,161.2
Kolkata,30-11-2023,422.6,262.9,54.5,62.3,210.1
Bangalore,30-11-2023,163.1,56.9,112.9,53.1,322.3
Delhi,01-12-2023,175.8,556.5,77.1,40.4,24.6
Mumbai,01-12-2023,413,535.6,84.8,15.9,177.1
Chennai,01-12-2023,459.4,213.7,131.3,86.1,49.6
Kolkata,01-12-2023,49.5,41.9,98.5,41.7,37.5
Bangalore,01-12-2023,373.6,478,8.4,46.8,24.9
Delhi,02-12-2023,387.9,307.7,44.8,9.1,148.8
Mumbai,02-12-2023,424.3,7.2,127.9,0.4,222.7
Chennai,02-12-2023,491.1,463.1,75,8.6,120.9
Kolkata,02-12-2023,272.6,394.5,17.2,11.4,350.9
Bangalore,02-12-2023,368.1,353.6,148.6,85.6,317
Delhi,03-12-2023,314.1,341.1,101.3,53,498
Mumbai,03-12-2023,269.1,429.9,149.4,81.9,157
Chennai,03-12-2023,468.9,307.8,43.3,92.9,41.3
Kolkata,03-12-2023,38.1,264.3,138.3,11.3,33.8
Bangalore,03-12-2023,166.3,470.2,58.8,17.4,202.8
Delhi,04-12-2023,286.4,141.4,41.6,66.9,29.5
Mumbai,04-12-2023,121.4,492.4,67.3,18.5,153.2
Chennai,04-12-2023,478.7,207.5,24.8,84.8,446.3
Kolkata,04-12-2023,275.8,97.1,100.9,48.4,363.9
Bangalore,04-12-2023,354.9,540.6,77.4,4.7,388.1
Delhi,05-12-2023,406.3,219,41,17.3,377
Mumbai,05-12-2023,373.5,163,11.5,31.3,429
Chennai,05-12-2023,225.6,454.1,82.8,38.7,422.2
Kolkata,05-12-2023,203.4,568.1,112.9,52.5,454.5
Bangalore,05-12-2023,151.8,236,95.8,38.3,178.8
Delhi,06-12-2023,307.5,465.5,35.9,30.9,333.5
Mumbai,06-12-2023,162.1,119.6,66.5,49.8,347.8
Chennai,06-12-2023,71.7,273.4,44.6,24.1,142.1
Kolkata,06-12-2023,208.3,85.9,45.1,30.5,268.7
Bangalore,06-12-2023,137.9,201.6,18.5,27.4,430.4
Delhi,07-12-2023,346.8,452,106.4,42.3,77.4
Mumbai,07-12-2023,168.7,208.2,96.1,62.3,228.7
Chennai,07-12-2023,224.7,189.5,126.5,42,495.4
Kolkata,07-12-2023,151.5,176.1,117,63.8,113.9
Bangalore,07-12-2023,376.1,331.6,126.1,79.3,130.3
Delhi,08-12-2023,164.7,97.6,50.5,89.7,423.8
Mumbai,08-12-2023,146.1,416.9,2.9,70.5,442.2
Chennai,08-12-2023,39.9,595.9,125.2,58.9,494.7
Kolkata,08-12-2023,324.3,488.6,2.9,8.8,138.5
Bangalore,08-12-2023,56.8,20.8,38.3,18.5,253.7
Delhi,09-12-2023,361.1,255.3,72.4,69.9,126.5
Mumbai,09-12-2023,199,217.6,127.7,71.9,72.1
Chennai,09-12-2023,139.2,340.5,97.2,83.3,165.5
Kolkata,09-12-2023,352.9,442.1,60.7,51.4,227.5
Bangalore,09-12-2023,225.3,371.6,25,2.5,290.7
Delhi,10-12-2023,410.6,55.7,118.2,98.9,258.6
Mumbai,10-12-2023,442.6,597.1,108.5,81.8,75.4
Chennai,10-12-2023,137.5,451.7,124.3,91.6,417
Kolkata,10-12-2023,292.9,71.5,88.6,26.4,367.3
Bangalore,10-12-2023,484.2,116,131.7,1.7,38.9
Delhi,11-12-2023,306,323.4,69.7,6.1,223.1
Mumbai,11-12-2023,162.5,168.3,124.2,97.9,185.2
Chennai,11-12-2023,137.9,237.3,144.3,89.8,208.4
Kolkata,11-12-2023,342.1,61.4,34.6,99.3,142.7
Bangalore,11-12-2023,224.6,560.7,40.7,84,174.6
Delhi,12-12-2023,154.5,306.6,18,71.6,330.1
Mumbai,12-12-2023,446.7,279.5,136.8,47.1,306.2
Chennai,12-12-2023,234.4,210.9,51.8,96.2,252
Kolkata,12-12-2023,263.7,524.9,139.9,17.9,491.1
Bangalore,12-12-2023,289,117.8,138.1,36.9,496.5
Delhi,13-12-2023,69.9,259.4,52.2,27.3,378.3
Mumbai,13-12-2023,459.8,401.8,85,71.5,465.5
Chennai,13-12-2023,303.5,11,125.1,21.9,58.3
Kolkata,13-12-2023,300.9,304.5,94.4,97.5,159.7
Bangalore,13-12-2023,40.4,57.3,73.2,38.9,469.8
Delhi,14-12-2023,76.1,73.7,17.2,86.3,145.8
Mumbai,14-12-2023,382.4,41,147.5,10.9,454.7
Chennai,14-12-2023,289.3,131.1,52.7,39.1,216.3
Kolkata,14-12-2023,453.2,575.8,17.5,0.3,356
Bangalore,14-12-2023,10.9,440.8,133.5,62.6,258.9
Delhi,15-12-2023,61.3,49.6,46.1,93.5,455.2
Mumbai,15-12-2023,316.3,512.8,46.4,17.8,151.7
Chennai,15-12-2023,127.2,462,108.1,92.3,477.4
Kolkata,15-12-2023,54.5,345.6,107,26.8,453.5
Bangalore,15-12-2023,224,382.8,54,73.9,269.1
Delhi,16-12-2023,374,138.3,108.3,80.5,470.5
Mumbai,16-12-2023,119.7,459.6,99.5,52.6,366.8
Chennai,16-12-2023,261.6,573.2,130.7,39.3,463.7
Kolkata,16-12-2023,75.3,152.5,30,22.2,222.5
Bangalore,16-12-2023,159.2,590.3,92.3,49.3,124.6
Delhi,17-12-2023,402.5,323.7,121.3,92.6,259.4
Mumbai,17-12-2023,130.2,441.7,39.9,88.2,179.4
Chennai,17-12-2023,97.8,335.8,71.9,32,228.6
Kolkata,17-12-2023,342.9,443,64.7,28.2,182.7
Bangalore,17-12-2023,4.4,179.2,92.6,32.9,425.5
Delhi,18-12-2023,92,251.6,146.6,52.6,494.8
Mumbai,18-12-2023,329.5,421.8,2.2,31.5,306.8
Chennai,18-12-2023,24.5,130.9,96,66.5,37.2
Kolkata,18-12-2023,474.5,582.5,71.5,7.1,314.7
Bangalore,18-12-2023,53.8,283.1,118.4,76.3,280.1
Delhi,19-12-2023,410.8,399.2,61.9,70.4,336.9
Mumbai,19-12-2023,269.6,284.2,139.7,3.4,70
Chennai,19-12-2023,407.7,417.5,49.3,72,95.4
Kolkata,19-12-2023,180.3,334.6,49.2,91.5,206.4
Bangalore,19-12-2023,482.4,402.3,66.9,41.8,441.8
Delhi,20-12-2023,241.5,500.3,36,54.8,16.3
Mumbai,20-12-2023,465.8,221.2,132.5,21,34.1
Chennai,20-12-2023,59.7,409.6,46.6,22.1,461.5
Kolkata,20-12-2023,97,300,97.2,66,51.1
Bangalore,20-12-2023,143.2,89.6,123.8,84,485.2
Delhi,21-12-2023,94.8,360.3,134.8,23.8,351.1
Mumbai,21-12-2023,459.1,197.4,47.1,46.9,369.8
Chennai,21-12-2023,463.1,463,149.4,84.1,27.7
Kolkata,21-12-2023,481.3,516,104.7,75.7,495.7
Bangalore,21-12-2023,232.9,156.4,114.1,85.8,337.9
Delhi,22-12-2023,378.6,147.8,10.1,54.4,400.4
Mumbai,22-12-2023,245.1,77.5,51.5,96.9,328.3
Chennai,22-12-2023,173.3,365.4,46.2,95.4,162.9
Kolkata,22-12-2023,218.3,490.7,44,25.4,278.7
Bangalore,22-12-2023,213.5,424.4,32.1,95,264.5
Delhi,23-12-2023,73.6,348.4,144.3,46.5,134
Mumbai,23-12-2023,198.3,347.5,133.6,78.7,111.8
Chennai,23-12-2023,344.9,508.5,126.1,97.3,127.1
Kolkata,23-12-2023,436.4,101.1,141,50.9,48.7
Bangalore,23-12-2023,417.7,113.5,16.3,97.2,74.8
Delhi,24-12-2023,56,505.1,11.8,24.2,139.5
Mumbai,24-12-2023,56.1,465.2,120.2,80.1,382.7
Chennai,24-12-2023,487.3,35.8,72,72.7,182.7
Kolkata,24-12-2023,122.5,109.8,30.6,21.6,439.9
Bangalore,24-12-2023,351.1,225.1,31.4,11.3,46.1
Delhi,25-12-2023,104.7,567,23.7,67.1,369.2
Mumbai,25-12-2023,130.1,342.7,104.8,0.3,144.2
Chennai,25-12-2023,6.1,197.9,48.6,85.3,419.3
Kolkata,25-12-2023,247.1,471.6,110.7,10.1,207.9
Bangalore,25-12-2023,50.3,171.2,79.9,72.9,466.9
Delhi,26-12-2023,432.1,380.7,137.9,94.7,159.9
Mumbai,26-12-2023,81.5,394.7,68.3,12.4,489.1
Chennai,26-12-2023,475.1,399.8,49.9,19.3,28
Kolkata,26-12-2023,220.6,89,8.7,91.9,437.5
Bangalore,26-12-2023,236.5,176.4,63.3,5.9,483.5
Delhi,27-12-2023,57.2,599.4,139,88.7,356.8
Mumbai,27-12-2023,349.1,188.6,124,3.1,150.3
Chennai,27-12-2023,132.5,342.2,57.8,97.6,100.3
Kolkata,27-12-2023,125.9,523.8,111.3,17.3,476.5
Bangalore,27-12-2023,406.9,588.9,14.6,81.5,260.5
Delhi,28-12-2023,458.4,458.7,90,74.7,476.2
Mumbai,28-12-2023,107.1,172.6,130,56.4,16.7
Chennai,28-12-2023,322.4,572.9,86.1,94.1,208.8
Kolkata,28-12-2023,159.1,307.6,20.8,43.2,250.7
Bangalore,28-12-2023,172.3,201.7,21.1,83.4,386
Delhi,29-12-2023,317.9,163,29.7,1.9,440.4
Mumbai,29-12-2023,285.5,368.7,72.9,33.8,63.6
Chennai,29-12-2023,93.5,522.1,112.8,35.9,199.1
Kolkata,29-12-2023,133.8,378,86.5,39.3,328.9
Bangalore,29-12-2023,307.5,406.6,57.6,12.7,60.5
Delhi,30-12-2023,299.7,235.7,104.2,33.7,473.8
Mumbai,30-12-2023,106.3,502.2,114,93.7,89.9
Chennai,30-12-2023,5.1,112.2,68.1,67.1,313
Kolkata,30-12-2023,358.7,472.3,37.2,57.6,63.6
Bangalore,30-12-2023,176.8,152.9,82.2,95.3,460.8
Delhi,31-12-2023,194,187.4,116.7,19.2,111.3
Mumbai,31-12-2023,132.5,541.7,78.9,73.9,473.1
Chennai,31-12-2023,276.7,450.2,138,74.6,196.2
Kolkata,31-12-2023,233.4,329,28,33.7,200.4
Bangalore,31-12-2023,151.9,237.1,113.4,96.8,36.6
Delhi,01-01-2024,475.7,396.7,85.5,36,342.9
Mumbai,01-01-2024,94.7,554,3.3,97.1,399.3
Chennai,01-01-2024,80,208.7,24.2,9.2,65.1
Kolkata,01-01-2024,144,423.4,53.3,70.5,79.6
Bangalore,01-01-2024,76.7,9.1,78.6,17.5,450.4
Delhi,02-01-2024,461.8,491.1,49.8,20.7,64.9
Mumbai,02-01-2024,249.3,540.5,81.2,38.7,498.2
Chennai,02-01-2024,358.9,375.9,40.6,54.8,315.9
Kolkata,02-01-2024,87.8,204.3,38.3,5.1,336.6
Bangalore,02-01-2024,493.4,419.7,136.3,54.9,133.3
Delhi,03-01-2024,15.2,125.4,28.2,0.7,279.9
Mumbai,03-01-2024,285.9,364.1,114.6,94.7,379.6
